hito1;hito2;hito3;hito4;seq1;seq2;seq3;seq4;c1;c2;c3;c4;p1;p2;p3;p4;nrc;exitosos;fallidos;envios;e0;e1;e2;e3;e4;e5;e6;e7;e8;e9;e10;e11;e12;e13;e14;e15;e16;e17;e18;e19;e20;e21;e22;e23;e24;e25;e26;e27;e28;e29;e30;e31;e32;e33;e34;e35;e36;e37;e38;e39;e40;e41;e42;e43;e44;e45;e46;e47;e48;e49;e50;e51;e52;programa;sol1;id
25.0;0.0;0;0;abacadadbhbbadabadbdadbd;;;;:1:2:3:3:23:17:3:1:3:19:3:19;;;;:25:17:26:29:0:22:42:7:32:13:18:35;;;;10468;12;19;31;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.2;236
10.0;0;0;0;abacabadacbb;;;;:1:2:1:3:2:17;;;;:25:17:4:26:23:22;;;;10456;6;10;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;237
0;0;0;0;;;;;;;;;;;;;10453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;238
0;0;0;0;;;;;;;;;;;;;10455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;239
5.0;0;0;0;abacabad;;;;:1:2:1:3;;;;:25:17:4:26;;;;10476;4;12;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22510;2.4;240
0;0;0;0;;;;;;;;;;;;;10450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.4;241
29.0;0.0;0;0;abacabadadacbhbbadadadabadbdad;;;;:1:2:1:3:3:2:23:17:3:3:3:1:3:19:3;;;;:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18;;;;10464;15;16;31;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.4;242
4.0;0.0;0;0;abacbb;;;;:1:2:17;;;;:25:17:22;;;;10450;3;28;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.4;243
0.0;0;0;0;;;;;;;;;;;;;10464;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.4;244
11.0;0.0;0;0;abacabbbadbd;;;;:1:2:1:17:3:19;;;;:25:17:4:22:32:13;;;;10457;6;25;31;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.4;245
0.0;0;0;0;;;;;;;;;;;;;10462;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.4;246
4.0;0;0;0;abacad;;;;:1:2:3;;;;:25:17:32;;;;10465;3;13;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.4;247
3.0;0;0;0;abacab;;;;:1:2:1;;;;:25:17:4;;;;10467;3;13;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.4;248
29.0;0.0;0;0;abacabadadacbhbbadadadbdadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:19:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:13:18:35;;;;10464;14;17;31;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.4;249
12.0;0.0;0;0;abacacababadbhbbad;;;;:1:2:2:1:1:3:23:17:3;;;;:25:17:17:4:4:29:0:22:3;;;;10454;9;38;47;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.4;250
19.0;0;0;0;abacabadadacbhbbadadad;;;;:1:2:1:3:3:2:23:17:3:3:3;;;;:25:17:4:26:29:23:0:22:10:3:18;;;;10473;11;5;16;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;2.4;251
19.0;0;0;0;abacabadadacbhbbadadad;;;;:1:2:1:3:3:2:23:17:3:3:3;;;;:25:17:4:26:29:23:0:22:10:3:18;;;;10473;11;5;16;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;2.4;252
17.0;0;0;0;abacabadadacbhbbadad;;;;:1:2:1:3:3:2:23:17:3:3;;;;:25:17:4:26:29:23:0:22:10:3;;;;10473;10;6;16;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;2.5;253
10.0;0;0;0;abacabbbadadad;;;;:1:2:1:17:3:3:3;;;;:25:17:4:22:10:3:18;;;;1633;7;9;16;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.5;254
21.0;0;0;0;abacabadadbhbbadadadabbd;;;;:1:2:1:3:3:23:17:3:3:3:1:19;;;;:25:17:4:26:29:0:22:10:3:42:7:35;;;;10476;12;4;16;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB22510;2.5;255
15.0;0;0;0;abacabadadacbhbbad;;;;:1:2:1:3:3:2:23:17:3;;;;:25:17:4:26:29:23:0:22:10;;;;10476;9;7;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22510;2.5;256
0;0;0;0;;;;;;;;;;;;;10472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22510;2.5;257
7.0;0.0;0;0;abacabadad;;;;:1:2:1:3:3;;;;:25:17:4:26:29;;;;10453;5;26;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.5;258
0.0;0.0;0;0;;;;;;;;;;;;;1633;0;31;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.5;259
32.0;0;0;0;abacabadadacbhbbadadadabadbdadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:1:3:19:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35;;;;10472;16;0;16;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB21500;2.5;260
13.0;0.0;0;0;acabadadbhbbadad;;;;:2:1:3:3:23:17:3:3;;;;:17:4:26:29:0:22:10:3;;;;10458;8;23;31;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.5;261
18.0;0.0;0;0;abacabacbhbbadabadbd;;;;:1:2:1:2:23:17:3:1:3:19;;;;:25:17:4:23:0:22:10:7:32:13;;;;10463;10;21;31;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.5;262
42.0;12.0;0;0;ababacacababadadadacbhbbadadadababadbdbdadbd;bdbbchch;;;:1:1:2:2:1:1:3:3:3:2:23:17:3:3:3:1:1:3:19:19:3:19;:19:17:39:39;;;:25:25:17:17:4:4:26:29:29:23:0:22:10:3:42:7:7:32:13:13:18:35;:6:1:28:12;;;10475;26;37;63;1;1;0;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB21500;2.5;263
3.0;0;0;0;abacab;;;;:1:2:1;;;;:25:17:4;;;;10476;3;13;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22510;2.5;264
11.0;0;0;0;abacabacbbadad;;;;:1:2:1:2:17:3:3;;;;:25:17:4:23:22:10:3;;;;1632;7;9;16;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.6;265
10.0;0.0;0;0;abacabadadbbad;;;;:1:2:1:3:3:17:3;;;;:25:17:4:26:29:22:10;;;;10460;7;24;31;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.6;266
1.0;0;0;0;ac;;;;:2;;;;:17;;;;10455;1;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.6;267
7.0;0;0;0;abacabadbb;;;;:1:2:1:3:17;;;;:25:17:4:26:22;;;;10474;5;11;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;2.6;268
0;0;0;0;;;;;;;;;;;;;10470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.6;269
0.0;0;0;0;;;;;;;;;;;;;10454;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.6;270
2.0;0;0;0;abac;;;;:1:2;;;;:25:17;;;;10470;2;14;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.6;271
20.0;0;0;0;abacabadadacbhbbadadad;;;;:1:2:1:3:3:2:23:17:3:3:3;;;;:25:17:4:26:29:23:0:22:10:3:42;;;;10465;11;5;16;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12510;2.6;272
27.0;0;0;0;abacabadadacbhbbadabadbdadbd;;;;:1:2:1:3:3:2:23:17:3:1:3:19:3:19;;;;:25:17:4:26:29:23:0:22:10:7:32:13:18:35;;;;10475;14;2;16;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB21500;2.7;273
3.0;0;0;0;abacab;;;;:1:2:1;;;;:25:17:4;;;;10470;3;13;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.7;274
13.0;0.0;0;0;abacabadacbhbbad;;;;:1:2:1:3:2:23:17:3;;;;:25:17:4:26:23:0:22:10;;;;10452;8;23;31;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.7;275
2.0;0;0;0;acab;;;;:2:1;;;;:17:4;;;;10469;2;14;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.7;276
27.0;0;0;0;abacabadadacbhbbadabadbdadbd;;;;:1:2:1:3:3:2:23:17:3:1:3:19:3:19;;;;:25:17:4:26:29:23:0:22:10:7:32:13:18:35;;;;10462;14;2;16;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.7;277
14.0;0;0;0;abacadadacbhbbad;;;;:1:2:3:3:2:23:17:3;;;;:25:17:26:29:23:0:22:10;;;;10469;8;8;16;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.7;278
11.0;0;0;0;abacabadadbbad;;;;:1:2:1:3:3:17:3;;;;:25:17:4:26:29:22:3;;;;10469;7;9;16;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.7;279
23.0;0.0;0;0;abacabadadacbhbbadadabadbd;;;;:1:2:1:3:3:2:23:17:3:3:1:3:19;;;;:25:17:4:26:29:23:0:22:10:3:7:18:35;;;;1633;13;18;31;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.8;280
2.0;0;0;0;abac;;;;:1:2;;;;:25:17;;;;10454;2;14;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;281
0.0;0;0;0;;;;;;;;;;;;;10474;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;2.8;282
11.0;0;0;0;abacabadacadad;;;;:1:2:1:3:2:3:3;;;;:25:17:4:26:23:10:3;;;;1633;7;9;16;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.8;283
0;0;0;0;;;;;;;;;;;;;1635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.8;284
2.0;0;0;0;ad;;;;:3;;;;:18;;;;10475;1;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB21500;2.8;285
25.0;0;0;0;abacabadadacbhbbadadadadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:18:35;;;;1633;13;3;16;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.8;286
0;0;0;0;;;;;;;;;;;;;10475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB21500;2.8;287
0;0;0;0;;;;;;;;;;;;;10468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;288
0;0;0;0;;;;;;;;;;;;;10459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.8;289
18.0;0.0;0;0;abacabadacbhbbadadbd;;;;:1:2:1:3:2:23:17:3:3:19;;;;:25:17:4:26:23:0:22:10:3:35;;;;10450;10;21;31;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;290
0.0;0;0;0;;;;;;;;;;;;;10450;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.8;291
0.0;0;0;0;;;;;;;;;;;;;10469;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;292
0.0;0;0;0;;;;;;;;;;;;;10457;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;293
10.0;0;0;0;abacabacbbad;;;;:1:2:1:2:17:3;;;;:25:17:4:23:22:32;;;;10456;6;10;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.8;294
10.0;0;0;0;abacabadadbbad;;;;:1:2:1:3:3:17:3;;;;:25:17:4:26:29:22:10;;;;10456;7;9;16;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;295
32.0;0;0;0;abacabadadacbhbbadadadabadbdadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:1:3:19:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35;;;;10466;16;0;16;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.8;296
24.0;0;0;0;abacabadadacbhbbadabadbdad;;;;:1:2:1:3:3:2:23:17:3:1:3:19:3;;;;:25:17:4:26:29:23:0:22:10:7:32:13:18;;;;10450;13;3;16;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.8;297
13.0;0;0;0;abadadacbhbbad;;;;:1:3:3:2:23:17:3;;;;:4:26:29:23:0:22:10;;;;10465;7;9;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12510;2.8;298
0.0;0;0;0;;;;;;;;;;;;;10462;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;299
12.0;0;0;0;abacabadadbhbbad;;;;:1:2:1:3:3:23:17:3;;;;:25:17:4:26:29:0:22:10;;;;10459;8;8;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.8;300
21.0;0;0;0;ababadadbhbbadadadbdad;;;;:1:1:3:3:23:17:3:3:3:19:3;;;;:25:4:26:29:0:22:10:3:32:13:18;;;;10467;11;5;16;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.8;301
7.0;0;0;0;abacabadbb;;;;:1:2:1:3:17;;;;:25:17:4:29:22;;;;10456;5;11;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;302
0;0;0;0;;;;;;;;;;;;;10468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.8;303
3.0;0;0;0;acabab;;;;:2:1:1;;;;:17:4:7;;;;10468;3;13;16;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.8;304
0;0;0;0;;;;;;;;;;;;;10457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;305
2.0;0;0;0;acab;;;;:2:1;;;;:17:4;;;;10457;2;14;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;306
19.0;0.0;0;0;abacabadadacbbadadad;;;;:1:2:1:3:3:2:17:3:3:3;;;;:25:17:4:26:29:23:22:3:42:18;;;;10467;10;21;31;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.8;307
0;0;0;0;;;;;;;;;;;;;10453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.8;308
20.0;0;0;0;abacabadadacbhbbbdad;;;;:1:2:1:3:3:2:23:17:19:3;;;;:25:17:4:26:29:23:0:22:13:18;;;;10456;10;6;16;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.8;309
0.0;0;0;0;;;;;;;;;;;;;10469;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;310
17.0;0;0;0;abacabadadacbhbbadad;;;;:1:2:1:3:3:2:23:17:3:3;;;;:25:17:4:26:29:23:0:22:10:18;;;;10457;10;6;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.8;311
